Date,Volume
2013-10-14,4119000.0
2013-10-11,6936700.0
2013-10-10,6092800.0
2013-10-09,6817600.0
2013-10-08,8997900.0
2013-10-07,5087000.0
2013-10-04,4855800.0
2013-10-03,6979700.0
2013-10-02,5118400.0
2013-10-01,4411700.0
2013-09-30,6276200.0
2013-09-27,4058700.0
2013-09-26,3798200.0
2013-09-25,6785600.0
2013-09-24,5412700.0
2013-09-23,6248800.0
2013-09-20,14158300.0
2013-09-19,7693700.0
2013-09-18,10594300.0
2013-09-17,6825600.0
2013-09-16,8054400.0
2013-09-13,4888400.0
2013-09-12,6872200.0
2013-09-11,6441500.0
2013-09-10,6438700.0
2013-09-09,5781800.0
2013-09-06,9968400.0
2013-09-05,11039000.0
2013-09-04,8271600.0
2013-09-03,7802800.0
